Name,Field_API_Name__c,Test_Config__c,Field_Description__c,Field_Value__c,Picklist_Order__c,Value_Category__c
PuppyChildDollP2Threatened,Puppy_Child_Doll_P2__c,Puppy_Child_Doll_P2,"Lunged forward, barked or muzzle-punched doll. Might have chased the doll and barked/snapped as it retreated. ",Threatened,7,3
PuppyChildDollP2Becameaggressive,Puppy_Child_Doll_P2__c,Puppy_Child_Doll_P2,"Showed teeth, growled, snarled, snapped or bites doll. Might wait until the doll walks away to bite. ",Became aggressive,8,3
PuppyChildDollP2Notfooledbydoll,Puppy_Child_Doll_P2__c,Puppy_Child_Doll_P2,Behaves as though the doll is an inanimate object. Might treat the doll like a toy. No social behavior directed toward doll. ,Not fooled by doll,9,4
PuppyChildDollP2Toofearfulsubtestnot,Puppy_Child_Doll_P2__c,Puppy_Child_Doll_P2,Puppy was already extremely fearful. Maybe catatonic/shut down or panicked. Tester opts to skip subtest. ,Too fearful—subtest not done,10,4
PuppyDogInteractP1Defensive,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Friendly or neutral but growled or snapped appropriately in response to the helper dog's pushy, inappropriate, rambunctious or rude behavior.",Defensive,7,1
PuppyDogInteractP1GreetedExplore,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,Not fearful.,Greeted-explored separately from other puppy,3,1
PuppyDogInteractP1GreetedHungwit,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,Not fearful.,Greeted-hung out or explored with other puppy,2,1
PuppyDogInteractP1Greetedmildlyfearful,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked).","Greeted, mildly fearful",5,1
PuppyDogInteractP1Greetedplays,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Wiggle, soft body.",Greeted-played,1,1
PuppyDogInteractP1Ignoredotherpupp,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Independent, not fearful.",Ignored other puppy & tester,8,1
PuppyDogInteractP1Preferredtester,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,With or without the other puppy. Not fearful.,Preferred to socialize with tester,4,1
PuppyDogInteractP1Pushyrelaxes,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Confident, assertive postures (tail up, ears forward, may have had hackles up). Body stiff. With time, puppy relaxed and interacted.",Pushy-relaxed,6,1
PuppyDogInteractP1Moderatelyfearful,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Body low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have sought out and stayed near other puppy.",Moderately fearful,12,2
PuppyDogInteractP1Mountedotherpuppy,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,May have thrust. Not playful. Persistent. Body stiff.,Mounted other puppy,11,2
PuppyDogInteractP1Playedthenescalate,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Puppy played then escalated to pushy, ""scrappy"" behavior (tense body, growled), but didn't show teeth or try to bite.","Played then escalated to ""scrappy"" behavior",10,2
PuppyDogInteractP1Pushydidnotrelax,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Confident, stiff, assertive posture (tail up, ears forward, may have had hackles up). In close proximity, stayed tense but did not growl, showed teeth or try to bite.",Pushy-did not relax,9,2
PuppyDogInteractP1Aggressive,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Tense body, growled, showed teeth, tried to bite, or bit. May have fought with other puppy.",Aggressive,13,3
PuppyDogInteractP1Extremelyfearful,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state, expressionless, motionless, unresponsive. No social behavior to tester or other puppy.",Extremely fearful,14,3
PuppyDogInteractP1Distractedbymuzzle,Puppy_Dog_Interaction_P1__c,Puppy_Dog_Interaction_P1,Too distracted to exhibit natural behavior.,Distracted by muzzle,15,4
PuppyDogInteractP2Defensive,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Friendly or neutral but growled or snapped appropriately in response to the helper dog's pushy, inappropriate, rambunctious or rude behavior.",Defensive,7,1
PuppyDogInteractP2Greetedexplore,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,Not fearful.,Greeted-explored separately from other puppy,3,1
PuppyDogInteractP2Greetedhungwi,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,Not fearful.,Greeted-hung out or explored with other puppy,2,1
PuppyDogInteractP2Greetedmildlyfearful,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked).","Greeted, mildly fearful",5,1
PuppyDogInteractP2Greetedplays,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Wiggle, soft body.",Greeted-plays,1,1
PuppyDogInteractP2Ignoredotherp,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Independent, not fearful.",Ignored other puppy & tester,8,1
PuppyDogInteractP2Preferredtester,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,With or without the other puppy. Not fearful.,Preferred to socialize with tester,4,1
PuppyDogInteractP2Pushyrelaxes,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Confident, assertive postures (tail up, ears forward, may have had hackles up). Body stiff. With time, puppy relaxed and interacted.",Pushy-relaxed,6,1
PuppyDogInteractP2Moderatelyfearful,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Body low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have sought out and stayed near other puppy.",Moderately fearful,12,2
PuppyDogInteractP2Mountedotherpuppy,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,May have thrust. Not playful. Persistent. Body stiff.,Mounted other puppy,11,2
PuppyDogInteractP2Playedthenescalate,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Puppy played then escalated to pushy, ""scrappy"" behavior (tense body, growled), but didn't show teeth or try to bite.","Played then escalated to ""scrappy"" behavior",10,2
PuppyDogInteractP2Pushydidnotrelax,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Confident, stiff, assertive posture (tail up, ears forward, may have had hackles up). In close proximity, stayed tense but did not growl, showed teeth or try to bite.",Pushy-did not relax,9,2
PuppyDogInteractP2Aggressive,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Tense body, growled, showed teeth, tried to bite, or bit. May have fought with other puppy.",Aggressive,13,3
PuppyDogInteractP2Extremelyfearful,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state, expressionless, motionless, unresponsive. No social behavior to tester or other puppy.",Extremely fearful,14,3
PuppyDogInteractP2Distractedbymuzzle,Puppy_Dog_Interaction_P2__c,Puppy_Dog_Interaction_P2,Too distracted to exhibit natural behavior. [Re-evaluate],Distracted by muzzle,15,4
PuppyDogInteractP3Defensive,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Friendly or neutral but growled or snapped appropriately in response to the helper dog's pushy, inappropriate, rambunctious or rude behavior.",Defensive,7,1
PuppyDogInteractP3Greetedmildlyfearful,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Seemed slightly anxious or timid (ears back, cautious movements, body low, tail down or tucked).","Greeted, mildly fearful",5,1
PuppyDogInteractP3Ignoredadultdo,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Independent, not fearful.",Ignored adult dog & tester,8,1
PuppyDogInteractP3Preferredtester,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,With or without the adult dog. Not fearful.,Preferred to socialize with tester,4,1
PuppyDogInteractP3Pushyrelaxed,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Confident assertive postures (tail up, ears forward, may have hackles up). Body stiff. With time or when in close proximity, the puppy relaxed and interacted playfully or submissively.",Pushy-relaxed,6,1
PuppyDogInteractP3submissiveexplo,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"After greeting, the puppy moved off to explore separately. Not fearful.","Greeted, submissive-explores separately from adult dog",3,1
PuppyDogInteractP3submissiveexplored,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"After greeting, the puppy and dog explored or hung out together. Not fearful.","Greeted, submissive-explored together with an adult dog",2,1
PuppyDogInterP3submeinteractadult,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Wiggly, soft body. May have played or tried to nurse.","Greeted, submissive interaction with adult",1,1
PuppyDogInteractP3Moderatelyfearful,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Body low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have sought and stayed near the adult dog.",Moderately fearful,11,2
PuppyDogInteractP3Mountedanadultdog,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,May thrust. Not playful. Persistent. Body stiff.,Mounted an adult dog,10,2
PuppyDogInteractP3Pushydoesnotrelax,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Confident, stiff, assertive posture (tail up, ears forward, may have had hackles up). In close proximity, stayed tense but did not growl, showed teeth or try to bite.",Pushy-did not relax,9,2
PuppyDogInteractP3Aggressive,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Tensed body, growled, showed teeth, tried to bite, or bit. May have fought with dog.",Aggressive,12,3
PuppyDogInteractP3Extremelyfearful,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state expressionless, motionless, unresponsive. No social behavior to tester or adult dog.",Extremely fearful,13,3
PuppyDogInteractP3Distractedbymuzzle,Puppy_Dog_Interaction_P3__c,Puppy_Dog_Interaction_P3,"Too distracted to exhibit natural behavior, [Re-evaluate]",Distracted by muzzle,14,4
PupPlayTagDNP,Puppy_Play_Tag__c,Puppy_Play_Tag,"Watches tester. Might have solicited contact. Soft, friendly body language. May have wagged or pawed at the tester.",Did not play but followed,2,1
PupPlayTagPlay,Puppy_Play_Tag__c,Puppy_Play_Tag,"Bouncy movements, play face, relaxed body. Might have play bowed, jumped up or mouthed tester gently.",Played with tester,1,1
PupPlayTagUnresponsive,Puppy_Play_Tag__c,Puppy_Play_Tag,Might have approached when tester stopped moving.,Unresponsive-distracted by the environment,4,1
PupPlayTagWatchTester,Puppy_Play_Tag__c,Puppy_Play_Tag,"Might have appeared confused, uncertain or mildly fearful. Might have approached the tester when she stopped moving.",Watched tester-did not follow,3,1
PupPlayTagHighArous,Puppy_Play_Tag__c,Puppy_Play_Tag,"Joined the chase, with plenty of jumping up and physical contact. May have grabbed tester's clothes or mouth tester with hard pressure. No bite inhibition, no response to tester's yelp.",Highly aroused,6,2
PupPlayTagModFear,Puppy_Play_Tag__c,Puppy_Play_Tag,"Body low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have exhibited some social behavior from a distance. Puppy recovered when the tester stopped.",Moderately fearful,5,2
PupPlayTagAggressive,Puppy_Play_Tag__c,Puppy_Play_Tag,Attempted to bite or bit tester.,Became aggressive,9,3
PupPlayTagExFear,Puppy_Play_Tag__c,Puppy_Play_Tag,"May have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, unresponsive. No social behavior. STOPPED AFTER 1ST TAG ATTEMPT.",Extremely fearful,7,3
PupPlayTagThreatens,Puppy_Play_Tag__c,Puppy_Play_Tag,"Rigid/stiff and stared with a hard eye, growled, showed teeth, snarled, or barked in a threatening way. Might have chased after the tester (not playfully).",Threatened,8,3
PupPlayTagTooFear,Puppy_Play_Tag__c,Puppy_Play_Tag,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip the subtest.,Too fearful-subtest not done,10,4
PuppyPlayTugP1Exploredenvironment,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,Moved off to explore environment.,Explored environment,2,1
PuppyPlayTugP1Ignoredtoyunresponsive,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"May have appeared uncertain, confused or mildly fearful.","Ignored toy, unresponsive",5,1
PuppyPlayTugP1Investigatedtoy,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"May have appeared uncertain, confused or mildly fearful.",Investigated toy,4,1
PuppyPlayTugP1Playedwithtoy,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"Exhibited bouncy movements, play face and/or relaxed body. Grabbed toy, chased toy, play bowed, etc.",Played with toy,1,1
PuppyPlayTugP1Solicitedattentionfrom,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,Solicited contact with tester.,Solicited attention from tester,3,1
PuppyPlayTugP1Highlyaroused,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"Grabbed the toy and tugged vigorously. Refused to let go. Did not differentiate between toy and tester's hand. No bite inhibition, no response to the tester's yelp.",Highly aroused,7,2
PuppyPlayTugP1Moderatelyfearful,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"Body was low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have exhibited some social behavior from a distance.",Moderately fearful,6,2
PuppyPlayTugP1Becameaggressive,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"Stiff/rigid and growled, showed teeth, snarled, attempted to bite or bit tester.",Became aggressive,9,3
PuppyPlayTugP1Extremelyfearful,Puppy_Play_Tug_P1__c,Puppy_Play_Tug_P1,"May have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, unresponsive. No social behavior.",Extremely fearful,8,3
PuppyPlayTugP2Exploredenvironment,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,Moved off to explore environment.,Explored environment,2,1
PuppyPlayTugP2Ignoredtoyunresponsive,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"May have appeared uncertain, confused or mildly fearful.","Ignored toy, unresponsive",5,1
PuppyPlayTugP2Investigatedtoy,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"May have appeared uncertain, confused or mildly fearful.",Investigated toy,4,1
PuppyPlayTugP2Playedwithtoy,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"Exhibited bouncy movements, play face and/or relaxed body. Grabbed toy, chased toy, play bowed, etc.",Played with toy,1,1
PuppyPlayTugP2Solicitedattention,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,Solicited contact with tester.,Solicited attention from the tester,3,1
PuppyPlayTugP2Triedtokeepthetoyfr,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,Took toy and played keep away or clamped onto it. Did not appear stiff/rigid.,Tried to keep the toy from the tester,6,1
PuppyPlayTugP2Moderatelyfearful,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"Body was low/crouched and tense, tail down or tucked, ears back. May have panted, licked lips, yawned, and/or trembled. May have exhibited some social behavior from a distance.",Moderately fearful,6,2
PuppyPlayTugP2Refusedtorelinquishto,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"When the tester tried to take the toy back, clamped on and snatched toy away. Body rigid.",Refused to relinquish toy-stiff,7,2
PuppyPlayTugP2Becameaggressive,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"Stiff/rigid and growled, showed teeth, snarled, attempted to bite or bit tester.",Became aggressive,10,3
PuppyPlayTugP2Extremelyfearful,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"May have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, unresponsive. No social behavior.",Extremely fearful,8,3
PuppyPlayTugP2Guardedtoy,Puppy_Play_Tug_P2__c,Puppy_Play_Tug_P2,"Threatened. Growled, showed teeth, snapped and/or snarled.",Guarded toy,9,3
PupResourceGuardP1PFAtebutseemednervous,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Crouched posture, tail down/tucked. Might watch people in the room while eating. Might flinch, turn to look at the hand or stop eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
PupResourceGuardP1PFinteractwithtester,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
PupResourceGuardP1PFMotivatedtoeat,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Resisted being pushed out of the bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat—not stiff/rigid,4,1
PupResourceGuardP1PFRemainedrelaxed,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Ate at the same pace, looked at the tester or hand and/or moved away from the bowl.",Remained relaxed,1,1
PupResourceGuardP1PFnoescalation,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Gave a hard stare, froze, hunkered down over the bowl, body blocked and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP1PFStoppedeatingfearful,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Shrank away from the bowl or Assess-a-Hand, extremely frightened (tucks tail, flinches, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
PupResourceGuardP1PFBecamestiff,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP1PFBecamestiffrigidbit,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,Tried to bite or bit the Assess-a-Hand. May have chased after the tester.,Became stiff/rigid-bit,8,3
PupResourceGuardP1PFNotinterested,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,Puppy wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
PupResourceGuardP1PFToofearful,Puppy_Resource_Guarding_P1_Push_Face__c,Puppy_Resource_Guarding_P1_Push_Face,Puppy was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
PupResourceGuardP1TBAtebutseemednervous,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Crouched posture, tail down/tucked. Might watch people in the room while eating. Might flinch, turn to look at the hand or stop eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
PupResourceGuardP1TBLeftbowltointeract,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
PupResourceGuardP1TBMotivatedtoeat,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Resisted being pushed out of the bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat—not stiff/rigid,4,1
PupResourceGuardP1TBRemainedrelaxed,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Ate at the same pace, looked at the tester or hand and/or moved away from the bowl.",Remained relaxed,1,1
PupResourceGuardP1TBstiffnoescalation,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Gave a hard stare, froze, hunkered down over the bowl, body blocked and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP1TBStoppedeatingfearful,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Shrank away from the bowl or Assess-a-Hand, extremely frightened (tucks tail, flinches, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
PupResourceGuardP1TBBecamestiffrigidbit,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,Tried to bite or bit the Assess-a-Hand. May have chased after the tester.,Became stiff/rigid-bit,7,3
PupResourceGuardP1TBBecamethreatened,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,8,3
PupResourceGuardP1TBNotinterested,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,Puppy wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
PupResourceGuardP1TBToofearful,Puppy_Resource_Guarding_P1_Touch_Body__c,Puppy_Resource_Guarding_P1_Touch_Body,Puppy was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
PupResourceGuardP1TFAtebutseemednervous,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Crouched posture, tail down/tucked. Might watch people in the room while eating. Might flinch, turn to look at the hand or stop eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
PupResourceGuardP1TFLeftbowltointeract,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
PupResourceGuardP1TFMotivatedtoeat,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Resisted being pushed out of the bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat—not stiff/rigid,4,1
PupResourceGuardP1TFRemainedrelaxed,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Ate at the same pace, looked at the tester or hand and/or moved away from the bowl.",Remained relaxed,1,1
PupResourceGuardP1TFBnoescalation,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Gave a hard stare, froze, hunkered down over the bowl, body blocked and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP1TFStoppedeatingfearful,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Shrank away from the bowl or Assess-a-Hand, extremely frightened (tucks tail, flinches, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
PupResourceGuardP1TFBecamestiffrigidbit,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,Tried to bite or bit the Assess-a-Hand. May have chased after the tester.,Became stiff/rigid-bit,7,3
PupResourceGuardP1TFstiffthreatened,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,8,3
PupResourceGuardP1TFNotinterested,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,Puppy wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
PupResourceGuardP1TFToofearful,Puppy_Resource_Guarding_P1_Touch_Face__c,Puppy_Resource_Guarding_P1_Touch_Face,Puppy was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
PupResourceGuardP1TNAtebutseemednervous,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Crouched posture, tail down/tucked. Might watch people in the room while eating. Might flinch, turn to look at the hand or stop eating when touched. No guarding behavior.",Ate but seemed nervous,3,1
PupResourceGuardP1TNLeftbowltointeract,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left bowl to interact with tester,2,1
PupResourceGuardP1TNMotivatednotst,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Resisted being pushed out of the bowl, hunkered over it, body blocked, picked it up and moved away and/or ate more quickly but did not escalate. No aggression.",Motivated to eat—not stiff/rigid,4,1
PupResourceGuardP1TNRemainedrelaxed,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Ate at the same pace, looked at the tester or hand and/or moved away from the bowl.",Remained relaxed,1,1
PupResourceGuardP1TNStiffnoescalation,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Gave a hard stare, froze, hunkered down over the bowl, body blocked and/or ate more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP1TNStoppedeatingfearful,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Shrank away from the bowl or Assess-a-Hand, extremely frightened (tucks tail, flinches, yelped/cried, urinated and/or tried to run away).",Stopped eating-fearful,5,2
PupResourceGuardP1TNBecamestiffrigid,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,"Lifted lip or growled, may have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
PupResourceGuardP1TNBecamestiffrigidbit,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,Tried to bite or bit the Assess-a-Hand. May have chased after the tester.,Became stiff/rigid-bit,8,3
PupResourceGuardP1TNNotinterested,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,Puppy wasn't afraid but did not eat. [Re-evaluate],Not interested,10,4
PupResourceGuardP1TNToofearful,Puppy_Resource_Guarding_P1_Touch_Neck__c,Puppy_Resource_Guarding_P1_Touch_Neck,Puppy was afraid in general and did not eat. [Re-evaluate],Too fearful,9,4
PupResourceGuardP2PFChewedbutseeme,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Crouched posture, tail down/tucked. Might have watched people in the room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
PupResourceGuardP2PFLeftchewtointeract,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
PupResourceGuardP2PFMotivatedtochew,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Pushed against Assess-a-Hand, hunkered over chew, body blocked, picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
PupResourceGuardP2PFRemainedrelaxed,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
PupResourceGuardP2PFstiffnoescalation,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Gave a hard stare, froze, hunkered down over chew, body blocks, and/or chewed more quickly but did not escalate when pushed.",Became stiff/rigid-no escalation,6,2
PupResourceGuardP2PFStoppchewfearful,Puppy_Resource_Guarding_P2_Push_Face__c,Puppy_Resource_Guarding_P2_Push_Face,"Shrunk away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear (tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
